Name,Score,Time,Link,Addr
폴바셋 광화문점,3.9,"토,일 08:00 ~ 22:00",https://place.map.kakao.com/20174469,"
서울 종로구 종로1길 50 더케이트윈타워 1층
(지번) 중학동 19
"
스타벅스 경복궁역점,4.4,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/12690667,"
서울 종로구 자하문로4길 6 1층
(지번) 통의동 35-41
"
회화나무,4.3,화~일 10:30 ~ 23:00,https://place.map.kakao.com/261669543,"
서울 종로구 창덕궁길 35 3층
(지번) 원서동 152
"
슬로우포레스트,3.0,영업시간 매일 12:00 ~ 19:00,https://place.map.kakao.com/144670338,"
서울 종로구 삼청로5길 20
(지번) 팔판동 100-2
"
빌리엔젤 광화문점,3.4,매일 08:00 ~ 22:00,https://place.map.kakao.com/1294601835,"
서울 종로구 새문안로 92 1층
(지번) 신문로1가 163
"
카페트레블,4.1,화~일 11:00 ~ 23:00,https://place.map.kakao.com/27226023,"
서울 종로구 낙산3길 19-8
(지번) 동숭동 129-215
"
하이제씨,4.0,화~일 12:00 ~ 21:00,https://place.map.kakao.com/2010061249,"
서울 종로구 동숭1길 12 1층
(지번) 동숭동 129-164
"
땡쓰오트 안국,4.3,매일 11:00 ~ 21:00,https://place.map.kakao.com/760916289,"
서울 종로구 북촌로 21-10
(지번) 재동 36-2
"
카페마마스 광화문점,3.1,,https://place.map.kakao.com/19237495,"
서울 종로구 종로1길 50 더케이트윈타워 A동 1층
(지번) 중학동 19
"
프앙디,3.9,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/27440580,"
서울 종로구 수표로28길 21-3 1층
(지번) 익선동 166-44
"
헤르만의정원,3.8,"영업시간 토,일 11:00 ~ 19:00",https://place.map.kakao.com/2134782133,"
서울 종로구 옥인동 39

"
헤이커피,4.3,화~일 12:00 ~ 22:00,https://place.map.kakao.com/1837149680,"
서울 종로구 대학로11길 19-4 1층
(지번) 명륜4가 112-6
"
스타벅스 종각점,4.4,영업시간 일 08:00 ~ 19:00,https://place.map.kakao.com/8405079,"
서울 종로구 종로 64
(지번) 종로2가 84-14
"
커피기업 광화문점,4.7,일요일,https://place.map.kakao.com/156353882,"
서울 종로구 삼봉로 71 신라스테이 1층 102호
(지번) 수송동 156
"
PKM가든카페,3.8,매일 10:00 ~ 22:00,https://place.map.kakao.com/1871429394,"
서울 종로구 삼청로7길 40 PKM갤러리 2층
(지번) 삼청동 157-83
"
풍류관,3.8,화~일 13:00 ~ 21:00,https://place.map.kakao.com/2144966096,"
서울 종로구 필운대로5나길 20-12
(지번) 누하동 90-1
"
에일당,2.6,매일 12:00 ~ 23:00,https://place.map.kakao.com/1167226072,"
서울 종로구 수표로28길 33-9
(지번) 익선동 166-34
"
스타벅스 안국점,3.1,"11/07(일), 11/08(월), 11/09(화), 11/10(수), 11/11(목)",https://place.map.kakao.com/25115113,"
서울 종로구 북촌로 5-1
(지번) 재동 109
"
까페몽스,4.0,매일 10:30 ~ 22:00,https://place.map.kakao.com/19306135,"
서울 종로구 대학로11길 16
(지번) 명륜4가 85-10
"
일월일일,4.3,화~일 12:00 ~ 22:00,https://place.map.kakao.com/1877004477,"
서울 종로구 창경궁로 231 2층
(지번) 명륜4가 196-11
"
익선주택,3.2,"월,화,수,목,일 11:00 ~ 23:00",https://place.map.kakao.com/48003525,"
서울 종로구 수표로28길 17-33
(지번) 익선동 166-77
"
소진담 안녕인사동점,3.3,매일 10:00 ~ 22:00,https://place.map.kakao.com/1443952279,"
서울 종로구 인사동길 49 5층
(지번) 견지동 74-1
"
플리퍼스 익선점,3.0,매일 10:00 ~ 23:00,https://place.map.kakao.com/1959516004,"
서울 종로구 수표로28길 31 1층
(지번) 익선동 168-1
"
오얏꽃,3.3,매일 11:00 ~ 23:00,https://place.map.kakao.com/696177330,"
서울 종로구 돈화문로11다길 15
(지번) 돈의동 18
"
폴키,3.9,매일 10:00 ~ 22:00,https://place.map.kakao.com/43699443,"
서울 종로구 사직로9길 6 1층
(지번) 필운동 137-3
"
키미아트,3.3,매일 10:30 ~ 22:00,https://place.map.kakao.com/9476523,"
서울 종로구 평창30길 47
(지번) 평창동 479-2
"
투썸플레이스 광화문점,3.6,매일 08:00 ~ 22:00,https://place.map.kakao.com/18677957,"
서울 종로구 새문안로 85
(지번) 신문로1가 33
"
서울상회,4.1,"월,일 13:00 ~ 22:00",https://place.map.kakao.com/716586132,"
서울 종로구 우정국로2길 17 3층
(지번) 관철동 45-8
"
담장옆에국화꽃CCOT 안녕인사동점,3.4,매일 10:00 ~ 22:00,https://place.map.kakao.com/998204957,"
서울 종로구 인사동길 49 2층 6호
(지번) 관훈동 155-2
"
웅녀의신전 (휴업중),3.7,,https://place.map.kakao.com/1705320343,"
서울 종로구 인사동길 17-1
(지번) 인사동 165-1
"
연,4.3,"월,수,목,금,토,일 14:00 ~ 21:30",https://place.map.kakao.com/13582410,"
서울 종로구 삼청로 84-3
(지번) 삼청동 63-20
"
데미타스,3.4,영업시간 일 11:30 ~ 20:00,https://place.map.kakao.com/12578283,"
서울 종로구 창의문로 133 2층
(지번) 부암동 254-5
"
마띠에르,2.9,매일 12:00 ~ 21:00,https://place.map.kakao.com/782133904,"
서울 종로구 대학로11길 41-6 1층
(지번) 명륜4가 168-2
"
스타벅스 광화문D타워점,3.1,일 08:00 ~ 21:00,https://place.map.kakao.com/27030449,"
서울 종로구 종로3길 17 1층
(지번) 종로1가 17
"
식물,3.4,"월,화,수,목,일 11:00 ~ 24:00",https://place.map.kakao.com/26404597,"
서울 종로구 돈화문로11다길 46-1 1층
(지번) 익선동 166-62
"
파네트 크루아상팩토리,4.5,영업시간 매일 08:00 ~ 20:00,https://place.map.kakao.com/821514313,"
서울 종로구 사직로8길 24
(지번) 내수동 71
"
라끌레,4.4,매일 19:00 ~ 24:00,https://place.map.kakao.com/8284191,"
서울 종로구 팔판길 42 지하 1층
(지번) 삼청동 95-1
"
레종데트르,4.1,화~일 12:00 ~ 21:00,https://place.map.kakao.com/114971922,"
서울 종로구 자하문로7길 67-2
(지번) 누하동 21-1
"
우드앤브릭 케이트윈타워점,1.6,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/153504350,"
서울 종로구 종로1길 50 더케이트윈타워 B동 1층
(지번) 중학동 19
"
뜰안,4.0,화~일 11:00 ~ 22:00,https://place.map.kakao.com/7858535,"
서울 종로구 수표로28길 17-35
(지번) 익선동 166-76
"
페이퍼마쉐,2.9,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/236480957,"
서울 종로구 무교로 40
(지번) 서린동 128-2
"
사직동그가게,4.4,영업시간 화~일 11:30 ~ 20:00,https://place.map.kakao.com/14095755,"
서울 종로구 사직로9길 18
(지번) 사직동 1-1
"
설빙 종각점,2.2,매일 11:30 ~ 23:30,https://place.map.kakao.com/24178754,"
서울 종로구 종로 74 2,3층
(지번) 종로2가 84-1
"
위로,5.0,매일 11:00 ~ 22:00,https://place.map.kakao.com/455168569,"
서울 종로구 자하문로10길 24 2층
(지번) 통의동 12
"
무네,4.1,매일 11:00 ~ 21:30,https://place.map.kakao.com/1984928445,"
서울 종로구 자하문로 258
(지번) 부암동 143-1
"
미어캣파크 혜화점,2.7,매일 12:30 ~ 21:30,https://place.map.kakao.com/1616152867,"
서울 종로구 대학로10길 12 6층
(지번) 동숭동 1-113
"
카페 사사,3.4,금~일 09:00 ~ 22:00,https://place.map.kakao.com/1814996361,"
서울 종로구 서순라길 147
(지번) 권농동 144-1
"
루프트커피 광화문점,3.4,"영업시간 토,일 12:00 ~ 20:00",https://place.map.kakao.com/1099504404,"
서울 종로구 종로 33 그랑서울 1층
(지번) 청진동 70
"
폴바셋 종각역점,2.9,일 10:00 ~ 21:00,https://place.map.kakao.com/1525426810,"
서울 종로구 종로 47
(지번) 공평동 100
"
까치화방 종로점,3.9,매일 09:00 ~ 22:00,https://place.map.kakao.com/1408419754,"
서울 종로구 종로 51 종로타워 1층
(지번) 공평동 70
"
카페종로시장,4.2,영업시간 일 11:00 ~ 20:00,https://place.map.kakao.com/2066672094,"
서울 종로구 우정국로2길 10 1층
(지번) 관철동 256
"
카페다오,4.1,"토,일 12:00 ~ 22:00",https://place.map.kakao.com/27321598,"
서울 종로구 대학로14길 19
(지번) 혜화동 163-30
"
오설록 티하우스 인사동점,4.4,매일 11:00 ~ 21:00,https://place.map.kakao.com/12256333,"
서울 종로구 인사동길 45-1
(지번) 관훈동 170
"
타스카페,4.4,매일 11:00 ~ 23:00,https://place.map.kakao.com/1008989718,"
서울 종로구 동숭길 117
(지번) 동숭동 1-43
"
라디오엠 삼청점,2.4,,https://place.map.kakao.com/20035255,"
서울 종로구 삼청로2길 37-2
(지번) 소격동 127
"
갤러리더스퀘어,4.6,,https://place.map.kakao.com/821749008,"
서울 종로구 계동길 128 201호
(지번) 계동 3-2
"
반짝반짝빛나는,4.1,매일 10:00 ~ 23:00,https://place.map.kakao.com/21356316,"
서울 종로구 인사동길 28-1 2층
(지번) 관훈동 6-1
"
럼버잭,3.7,화~일 12:00 ~ 01:00,https://place.map.kakao.com/20941365,"
서울 종로구 창의문로 151
(지번) 부암동 278-7
"
C플라밍고,4.2,영업시간 일 11:00 ~ 20:00,https://place.map.kakao.com/27395851,"
서울 종로구 북촌로5길 64 1층
(지번) 소격동 125
"
스타벅스 혜화역점,3.8,"토,일 09:00 ~ 22:00",https://place.map.kakao.com/1033782082,"
서울 종로구 대학로12길 4 1,2층
(지번) 동숭동 1-31
"
경인미술관 전통다원,3.8,,https://place.map.kakao.com/21233626,"
서울 종로구 인사동10길 11-4 경인미술관 내
(지번) 관훈동 30-1
"
담,3.4,영업시간 매일 12:00 ~ 20:00,https://place.map.kakao.com/15635736,"
서울 종로구 효자로 19 1층
(지번) 통의동 35-23
"
커브드커피,2.5,일 11:00 ~ 22:00,https://place.map.kakao.com/1989531220,"
서울 종로구 종로 118
(지번) 종로3가 117-3
"
호랑이,3.4,"월,일요일",https://place.map.kakao.com/1709558766,"
서울 중구 을지로 157 대림상가 3층 라열 351호
(지번) 산림동 207-2
"
커피앤시가렛,3.8,일요일,https://place.map.kakao.com/1198183678,"
서울 중구 서소문로 116 유원빌딩 17층
(지번) 서소문동 75-95
"
적당,3.8,매일 10:00 ~ 22:00,https://place.map.kakao.com/1345866783,"
서울 중구 을지로 29 1층
(지번) 을지로1가 87
"
덕수궁 리에제와플,3.5,"토,일 09:00 ~ 21:30",https://place.map.kakao.com/243733683,"
서울 중구 덕수궁길 5 1층
(지번) 태평로2가 365
"
커피한약방,3.8,영업시간 일 11:00 ~ 20:00,https://place.map.kakao.com/1440347564,"
서울 중구 삼일대로12길 16-6
(지번) 을지로2가 101-34
"
마뫼,3.0,영업시간 매일 11:00 ~ 20:00,https://place.map.kakao.com/1773363624,"
서울 중구 소파로 41 1층
(지번) 회현동1가 산 1-20
"
더피터커피,3.7,일요일,https://place.map.kakao.com/1168606226,"
서울 중구 퇴계로 411
(지번) 흥인동 63
"
러시아케익,4.6,,https://place.map.kakao.com/38432219,"
서울 중구 을지로42길 7
(지번) 광희동1가 134
"
수잔나의앞치마,3.1,매일 07:00 ~ 22:00,https://place.map.kakao.com/1254228746,"
서울 중구 퇴계로49길 24
(지번) 충무로5가 36-12
"
을지다방,4.7,일요일,https://place.map.kakao.com/21235583,"
서울 중구 충무로 72-1 2층
(지번) 입정동 177-1
"
죠지서울,3.0,일 13:00 ~ 21:00,https://place.map.kakao.com/831681203,"
서울 중구 을지로12길 6 한일빌딩 302호
(지번) 을지로3가 334-7
"
심세정,3.2,매일 09:00 ~ 22:00,https://place.map.kakao.com/1879590476,"
서울 중구 퇴계로 409-11 1층
(지번) 흥인동 88
"
혜민당,3.7,영업시간 일 11:00 ~ 20:00,https://place.map.kakao.com/346424300,"
서울 중구 삼일대로12길 16-9
(지번) 을지로2가 101-37
"
카페라그린,3.0,,https://place.map.kakao.com/1250821144,"
서울 중구 정동길 26 1층
(지번) 정동 32-1
"
로이터 커피셸터,4.0,매일 11:00 ~ 22:00,https://place.map.kakao.com/2128655244,"
서울 중구 필동로 53 라비두스 별관 3층
(지번) 필동3가 62-11
"
루프트 명동점,3.9,"영업시간 토,일 11:00 ~ 19:00",https://place.map.kakao.com/1062422741,"
서울 중구 삼일대로 308 조양빌딩 1층
(지번) 충무로2가 50-10
"
분카샤 을지로점,2.1,매일 12:00 ~ 23:00,https://place.map.kakao.com/47806106,"
서울 중구 을지로14길 20 2층
(지번) 을지로3가 302-22
"
카페 아포테케리,3.6,일 12:00 ~ 22:00,https://place.map.kakao.com/252792288,"
서울 중구 퇴계로 409-9
(지번) 흥인동 89
"
커피사,4.2,영업시간 매일 11:00 ~ 20:00,https://place.map.kakao.com/170158577,"
서울 중구 을지로 142-1 3층
(지번) 을지로3가 277-3
"
피어커피 광희문점,4.7,영업시간 일 10:00 ~ 20:00,https://place.map.kakao.com/610993395,"
서울 중구 청구로 123 1,2층
(지번) 신당동 393-11
"
커피그래,3.7,"토,일 11:30 ~ 22:00",https://place.map.kakao.com/1524619494,"
서울 중구 동호로 204 1층
(지번) 신당동 422-1
"
는커피,4.1,"영업시간 토,일 11:00 ~ 20:00",https://place.map.kakao.com/1435193216,"
서울 중구 청구로4길 19 1층
(지번) 신당동 288-24
"
호텔수선화,2.5,일요일,https://place.map.kakao.com/27391558,"
서울 중구 충무로7길 17 4층
(지번) 을지로3가 302-18
"
계단집,4.5,영업시간 화~일 10:00 ~ 20:00,https://place.map.kakao.com/380897959,"
서울 중구 퇴계로6길 35
(지번) 회현동1가 150-1
"
스타벅스 환구단점,4.4,영업시간 일 08:00 ~ 19:00,https://place.map.kakao.com/22894118,"
서울 중구 소공로 112 반도조선아케이드
(지번) 소공동 87-10
"
오프셋커피,3.9,화~일 12:00 ~ 21:00,https://place.map.kakao.com/1824024125,"
서울 중구 다산로20길 7
(지번) 신당동 340-83
"
4F카페,3.5,매일 11:00 ~ 22:00,https://place.map.kakao.com/2055794280,"
서울 중구 을지로35길 26-1
(지번) 방산동 109-2
"
mwm,4.4,영업시간 수~일 11:30 ~ 20:00,https://place.map.kakao.com/385848168,"
서울 중구 수표로 35-1 4층
(지번) 저동2가 69-1
"
한옥카페,3.4,영업시간 매일 08:00 ~ 19:00,https://place.map.kakao.com/893424676,"
서울 중구 남대문로 11
(지번) 남대문로4가 71-1
"
고양이놀이터 명동점,4.3,매일 12:00 ~ 23:00,https://place.map.kakao.com/17522361,"
서울 중구 명동8길 37-14 3층
(지번) 충무로2가 66-4
"
노띵커피,3.9,일요일,https://place.map.kakao.com/27578980,"
서울 중구 퇴계로50길 33-2 1층
(지번) 묵정동 25-21
"
분카샤 충무로점,2.9,매일 12:00 ~ 23:00,https://place.map.kakao.com/1614211925,"
서울 중구 퇴계로31길 16 우형빌딩 4층
(지번) 충무로3가 51-7
"
카페마마스 센터원점,3.2,,https://place.map.kakao.com/314537977,"
서울 중구 을지로5길 26 센터원빌딩 1층
(지번) 수하동 67
"
스타벅스 동대문공원점,3.4,일 08:00 ~ 21:00,https://place.map.kakao.com/321907882,"
서울 중구 장충단로 229
(지번) 광희동1가 185-1
"
코인 명동점,4.0,매일 10:30 ~ 22:30,https://place.map.kakao.com/8101536,"
서울 중구 명동6길 10
(지번) 명동2가 54-20
"
루이스의사물들,2.4,영업시간 매일 12:00 ~ 20:00,https://place.map.kakao.com/1975171200,"
서울 중구 청계천로 172-1
(지번) 주교동 148-1
"
링링,4.2,"영업시간 화,수,목,일 13:00 ~ 20:00",https://place.map.kakao.com/1676865636,"
서울 중구 청구로8길 35 1층
(지번) 신당동 304-589
"
공중도시,2.5,"영업시간 토,일 13:00 ~ 19:00",https://place.map.kakao.com/1666280521,"
서울 중구 충무로2길 28 301호
(지번) 충무로4가 135
"
카페마마스 시청점,3.2,,https://place.map.kakao.com/13491657,"
서울 중구 무교로 16 체육회관빌딩 1층
(지번) 무교동 19
"
포엠,4.3,매일 10:00 ~ 23:30,https://place.map.kakao.com/8123091,"
서울 중구 명동4길 13 2층
(지번) 명동2가 54-7
"
스타벅스 별다방점,4.8,"토,일 08:00 ~ 21:00",https://place.map.kakao.com/589092573,"
서울 중구 퇴계로 100
(지번) 회현동2가 88
"
북해빙수 수표점,3.9,일요일,https://place.map.kakao.com/930535760,"
서울 중구 수표로 74 1,2층
(지번) 수표동 11-8
"
몰또이탈리안에스프레소바,3.5,,https://place.map.kakao.com/253524479,"
서울 중구 명동길 73 3층
(지번) 명동1가 1-3
"
전광수커피하우스 정동점,2.8,매일 08:00 ~ 21:30,https://place.map.kakao.com/13030344,"
서울 중구 정동길 39
(지번) 정동 11-2
"
커피앳웍스 센터원점,2.7,"토,일 09:00 ~ 22:00",https://place.map.kakao.com/380052649,"
서울 중구 을지로5길 26 1층
(지번) 수하동 67
"
스타벅스 약수역점,3.3,영업시간 일 08:00 ~ 20:00,https://place.map.kakao.com/26459305,"
서울 중구 다산로 129
(지번) 신당동 374-27
"
센터커피 명동점,3.6,"영업시간 토,일 11:00 ~ 19:00",https://place.map.kakao.com/639493711,"
서울 중구 명동길 89 1, 2층
(지번) 저동1가 91-2
"
을지루이스,4.7,일요일,https://place.map.kakao.com/1124989417,"
서울 중구 수표로 20 4층
(지번) 충무로3가 24-12
"
검프커피,4.1,일요일,https://place.map.kakao.com/1540691130,"
서울 중구 퇴계로36길 35
(지번) 필동2가 18-16
"
헤베커피,3.6,"영업시간 토,일 12:00 ~ 19:30",https://place.map.kakao.com/2102801120,"
서울 중구 필동로 32 낙원빌딩 1층
(지번) 필동2가 99
"
스타벅스 국립중앙의료원점,1.9,일 08:00 ~ 21:00,https://place.map.kakao.com/288159067,"
서울 중구 을지로 251
(지번) 을지로6가 18-131
"
로티보이 앤 비반트,4.3,"토,일요일",https://place.map.kakao.com/69665143,"
서울 중구 마른내로 11-12 1층
(지번) 저동2가 83-5
"
티프,4.4,매일 12:00 ~ 21:00,https://place.map.kakao.com/1795830481,"
서울 중구 퇴계로53길 6-17 지하1층
(지번) 쌍림동 22-16
"
설빙 동대문점,3.8,"월,화,수,목,일 11:00 ~ 23:00",https://place.map.kakao.com/25538190,"
서울 중구 을지로 254 타임캐슬 오피스텔 2층 201호
(지번) 을지로6가 23
"
그라운드125,3.0,"토,일 12:00 ~ 22:00",https://place.map.kakao.com/644228765,"
서울 중구 동호로14길 7
(지번) 신당동 423-6
"
오버트,3.8,"토,일 12:00 ~ 21:00",https://place.map.kakao.com/1548153171,"
서울 중구 동호로 220 1층
(지번) 신당동 377-151
"
오설록 티하우스 명동점,3.9,매일 10:00 ~ 23:00,https://place.map.kakao.com/17727412,"
서울 중구 명동7길 12
(지번) 명동1가 47-1
"
투썸플레이스 파인애비뉴점,3.0,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/1030563249,"
서울 중구 을지로 100
(지번) 을지로2가 203
"
마호가니 SFC점,3.3,"토,일 10:00 ~ 21:00",https://place.map.kakao.com/1476399332,"
서울 중구 세종대로 136 SFC빌딩 지하 2층
(지번) 태평로1가 84
"
카페느티,3.7,일 11:00 ~ 21:00,https://place.map.kakao.com/2039117711,"
서울 중구 을지로 97
(지번) 을지로2가 101-21
"
디카페 동대문점,5.0,일 18:00 ~ 00:00,https://place.map.kakao.com/940998282,"
서울 중구 마장로1가길 23 DWP 8층
(지번) 신당동 213
"
을지빈,4.0,일요일,https://place.map.kakao.com/2002856422,"
서울 중구 을지로14길 21 2층
(지번) 을지로3가 296-6
"
스타벅스 서울타워점,4.0,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/27473971,"
서울 용산구 남산공원길 105 YTN서울타워 1층
(지번) 용산동2가 산 1-3
"
스타벅스 대우재단빌딩점,3.2,"영업시간 토,일 08:00 ~ 20:00",https://place.map.kakao.com/275033847,"
서울 중구 퇴계로 18
(지번) 남대문로5가 526
"
아씨에뜨앤,3.8,영업시간 매일 12:00 ~ 20:00,https://place.map.kakao.com/1551383629,"
서울 중구 을지로12길 29 4층
(지번) 초동 107-5
"
스타벅스 국립중앙의료원점,1.9,일 08:00 ~ 21:00,https://place.map.kakao.com/288159067,"
서울 중구 을지로 251
(지번) 을지로6가 18-131
"
로티보이 앤 비반트,4.3,"토,일요일",https://place.map.kakao.com/69665143,"
서울 중구 마른내로 11-12 1층
(지번) 저동2가 83-5
"
티프,4.4,매일 12:00 ~ 21:00,https://place.map.kakao.com/1795830481,"
서울 중구 퇴계로53길 6-17 지하1층
(지번) 쌍림동 22-16
"
설빙 동대문점,3.8,"월,화,수,목,일 11:00 ~ 23:00",https://place.map.kakao.com/25538190,"
서울 중구 을지로 254 타임캐슬 오피스텔 2층 201호
(지번) 을지로6가 23
"
그라운드125,3.0,"토,일 12:00 ~ 22:00",https://place.map.kakao.com/644228765,"
서울 중구 동호로14길 7
(지번) 신당동 423-6
"
오버트,3.8,"토,일 12:00 ~ 21:00",https://place.map.kakao.com/1548153171,"
서울 중구 동호로 220 1층
(지번) 신당동 377-151
"
오설록 티하우스 명동점,3.9,매일 10:00 ~ 23:00,https://place.map.kakao.com/17727412,"
서울 중구 명동7길 12
(지번) 명동1가 47-1
"
투썸플레이스 파인애비뉴점,3.0,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/1030563249,"
서울 중구 을지로 100
(지번) 을지로2가 203
"
마호가니 SFC점,3.3,"토,일 10:00 ~ 21:00",https://place.map.kakao.com/1476399332,"
서울 중구 세종대로 136 SFC빌딩 지하 2층
(지번) 태평로1가 84
"
카페느티,3.7,일 11:00 ~ 21:00,https://place.map.kakao.com/2039117711,"
서울 중구 을지로 97
(지번) 을지로2가 101-21
"
디카페 동대문점,5.0,일 18:00 ~ 00:00,https://place.map.kakao.com/940998282,"
서울 중구 마장로1가길 23 DWP 8층
(지번) 신당동 213
"
을지빈,4.0,일요일,https://place.map.kakao.com/2002856422,"
서울 중구 을지로14길 21 2층
(지번) 을지로3가 296-6
"
스타벅스 서울타워점,4.0,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/27473971,"
서울 용산구 남산공원길 105 YTN서울타워 1층
(지번) 용산동2가 산 1-3
"
스타벅스 대우재단빌딩점,3.2,"영업시간 토,일 08:00 ~ 20:00",https://place.map.kakao.com/275033847,"
서울 중구 퇴계로 18
(지번) 남대문로5가 526
"
아씨에뜨앤,3.8,영업시간 매일 12:00 ~ 20:00,https://place.map.kakao.com/1551383629,"
서울 중구 을지로12길 29 4층
(지번) 초동 107-5
"
알렉스룸,4.4,"월,화,목,금,토,일 12:00 ~ 22:00",https://place.map.kakao.com/1030825495,"
서울 중구 을지로18길 8 2층
(지번) 을지로3가 257
"
빌리엔젤 명동점,3.0,매일 11:00 ~ 23:00,https://place.map.kakao.com/560489658,"
서울 중구 명동7길 16 1층
(지번) 명동1가 45-3
"
커피파운드,3.7,일요일,https://place.map.kakao.com/1522793360,"
서울 중구 장충단로 179 1층
(지번) 장충동1가 59-2
"
이시이,3.8,일 12:00 ~ 23:00,https://place.map.kakao.com/239088283,"
서울 중구 다산로14길 12
(지번) 신당동 347-338
"
스타벅스 을지로4가역점,3.4,영업시간 일 09:00 ~ 18:00,https://place.map.kakao.com/2059657767,"
서울 중구 을지로 170 118,119,202호
(지번) 을지로4가 323
"
을지다방,0.0,,https://place.map.kakao.com/21233325,"
서울 중구 을지로33길 31
(지번) 을지로4가 110-1
"
스타벅스 신당역,4.1,영업시간 일 10:00 ~ 20:00,https://place.map.kakao.com/22105142,"
서울 중구 퇴계로 385 1층
(지번) 흥인동 132
"
스타벅스 충무로역점,3.5,"영업시간 토,일 08:00 ~ 19:00",https://place.map.kakao.com/15134813,"
서울 중구 퇴계로 197 충무빌딩 1층
(지번) 필동2가 10
"
폴바셋 서대문역점,3.8,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/25430463,"
서울 중구 서소문로9길 41-10
(지번) 순화동 1-152
"
하이데어,4.0,일요일,https://place.map.kakao.com/123977486,"
서울 중구 수표로 54-1 1층
(지번) 을지로3가 348-4
"
스타벅스 동대입구역점,3.9,"영업시간 토,일 08:00 ~ 20:00",https://place.map.kakao.com/686468757,"
서울 중구 장충단로 166
(지번) 장충동1가 62-35
"
씨디티 커피바,3.7,영업시간 일 13:00 ~ 20:00,https://place.map.kakao.com/2039198357,"
서울 중구 동호로14길 23
(지번) 신당동 424-1
"
설빙 명동2호점,2.0,매일 10:30 ~ 22:30,https://place.map.kakao.com/24725767,"
서울 중구 명동10길 20 2층
(지번) 명동2가 32-17
"
스타벅스 명동중앙로점,4.3,"영업시간 토,일 07:30 ~ 20:00",https://place.map.kakao.com/26785711,"
서울 중구 명동길 60
(지번) 명동2가 2-16
"
맷차 명동본점,4.1,매일 11:00 ~ 22:00,https://place.map.kakao.com/245472314,"
서울 중구 명동9길 17
(지번) 명동1가 37-1
"
콩툰 동대문APM점,4.0,매일 11:00 ~ 00:00,https://place.map.kakao.com/1119527602,"
서울 중구 장충단로 253 헬로우APM 지하160호
(지번) 을지로6가 18-35
"
투썸플레이스 서소문점,3.0,일 10:00 ~ 22:00,https://place.map.kakao.com/8566640,"
서울 중구 서소문로 135 연호빌딩 1층
(지번) 서소문동 21-1
"
서울라이트,3.8,,https://place.map.kakao.com/758128925,"
서울 중구 을지로11길 28 3층
(지번) 입정동 263-4
"
스위트룸카페 명동점,2.8,,https://place.map.kakao.com/1576199748,"
서울 중구 명동4길 31 5층
(지번) 명동2가 53-11
"
커피공장,2.9,매일 08:00 ~ 24:00,https://place.map.kakao.com/18785524,"
서울 중구 동호로 186-5
(지번) 신당동 373-72
"
무네이 카페&바,4.4,일 12:00 ~ 21:00,https://place.map.kakao.com/1747279717,"
서울 중구 마른내로4길 11 2층
(지번) 인현동1가 114-2
"
더설 약수본점,4.8,,https://place.map.kakao.com/1443254669,"
서울 중구 동호로10길 16 1층
(지번) 신당동 348-68
"
투썸플레이스 서울시청점,2.9,일 09:00 ~ 21:00,https://place.map.kakao.com/26909855,"
서울 중구 무교로 6
(지번) 을지로1가 16
"
스타벅스 명동길점,3.5,"영업시간 토,일 10:00 ~ 20:00",https://place.map.kakao.com/26395444,"
서울 중구 명동10길 41
(지번) 충무로2가 7-1
"
스타벅스 중구저동점,3.0,"영업시간 토,일 08:00 ~ 19:00",https://place.map.kakao.com/26572254,"
서울 중구 수표로 34
(지번) 저동2가 24-1
"
스타벅스 동대문두타점,3.7,매일 10:30 ~ 22:00,https://place.map.kakao.com/1928551036,"
서울 중구 장충단로 275
(지번) 을지로6가 18-12
"
투썸플레이스 장충점,3.0,"토,일 09:00 ~ 22:30",https://place.map.kakao.com/24178318,"
서울 중구 장충단로 205 2층
(지번) 장충동1가 26-13
"
카페 구할 구,4.5,"토,일 11:00 ~ 22:00",https://place.map.kakao.com/802029125,"
서울 중구 퇴계로20길 73 카페 구할구
(지번) 남산동2가 24-13
"
스타벅스 명동입구점,4.4,"영업시간 토,일 09:00 ~ 20:00",https://place.map.kakao.com/17884779,"
서울 중구 남대문로 68-1
(지번) 명동2가 85-6
"
오헤어22,4.0,일요일,https://place.map.kakao.com/1349943469,"
서울 중구 만리재로 201 1층
(지번) 만리동1가 62-11
"
해피클럽,4.4,매일 11:00 ~ 21:00,https://place.map.kakao.com/1427179997,"
서울 중구 을지로 157 3층 라열 373호
(지번) 산림동 207-4
"
스타벅스 한국프레스센터점,4.6,"영업시간 토,일 09:00 ~ 18:00",https://place.map.kakao.com/27557389,"
서울 중구 세종대로 124 Hi 1층
(지번) 태평로1가 25
"
스타벅스 대한상공회의소R점,4.8,영업시간 일 09:00 ~ 16:30,https://place.map.kakao.com/1358426450,"
서울 중구 세종대로 39
(지번) 남대문로4가 45
"
